hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,country,market_segment,customer_type,adr,required_car_parking_spaces,total_of_special_requests,previous_cancellations,deposit_type,agent,company,total_nights,total_guests
City Hotel,0,16,2023,September,4,0,2,1,0.0,PRT,Direct,Transient-Party,115.72,1,1,1,Non Refund,11.0,0.0,2,1.0
City Hotel,0,141,2023,September,20,1,0,2,0.0,ESP,Offline TA/TO,Transient,102.33,0,1,0,No Deposit,2.0,0.0,1,2.0
Resort Hotel,1,0,2023,February,3,2,0,3,0.0,PRT,Direct,Group,127.04,0,1,0,No Deposit,27.0,100.0,2,3.0
Resort Hotel,0,122,2024,August,25,2,1,2,0.0,ESP,Offline TA/TO,Transient-Party,134.89,1,0,0,No Deposit,25.0,102.0,3,2.0
City Hotel,1,1,2024,October,4,1,3,2,0.0,USA,Offline TA/TO,Transient-Party,144.55,0,0,0,No Deposit,28.0,103.0,4,2.0
Resort Hotel,0,36,2024,June,26,1,6,2,0.0,ITA,Groups,Transient,96.74,0,1,0,No Deposit,20.0,110.0,7,2.0
City Hotel,1,4,2023,July,15,1,2,2,0.0,ITA,Online TA,Transient-Party,152.43,0,0,0,No Deposit,27.0,112.0,3,2.0
City Hotel,1,208,2023,January,11,2,4,2,0.0,PRT,Groups,Transient,76.37,1,1,0,Non Refund,19.0,0.0,6,2.0
Resort Hotel,0,215,2024,March,16,0,1,2,0.0,PRT,Corporate,Transient,152.3,0,0,0,No Deposit,1.0,0.0,1,2.0
City Hotel,0,56,2023,January,27,2,2,2,0.0,IND,Offline TA/TO,Transient-Party,71.54,0,1,0,No Deposit,8.0,118.0,4,2.0
City Hotel,1,29,2024,October,4,0,2,3,0.0,ESP,Groups,Transient-Party,87.5,0,0,0,Non Refund,17.0,103.0,2,3.0
City Hotel,0,43,2023,January,6,0,4,2,1.0,PRT,Direct,Transient,104.64,0,0,0,No Deposit,5.0,105.0,4,3.0
City Hotel,0,86,2024,December,8,0,4,2,0.0,DEU,Groups,Transient,100.79,0,1,0,No Deposit,20.0,102.0,4,2.0
Resort Hotel,0,15,2023,December,13,2,3,2,1.0,DEU,Direct,Transient-Party,147.43,0,2,0,Non Refund,2.0,113.0,5,3.0
Resort Hotel,1,34,2023,November,23,1,1,2,0.0,USA,Online TA,Transient,125.68,0,0,0,No Deposit,14.0,100.0,2,2.0
City Hotel,0,80,2024,January,20,1,2,2,0.0,IND,Offline TA/TO,Transient,75.55,0,0,1,No Deposit,24.0,106.0,3,2.0
Resort Hotel,0,30,2024,April,4,0,4,1,1.0,ESP,Online TA,Transient,68.74,0,1,0,No Deposit,6.0,115.0,4,2.0
Resort Hotel,0,1,2023,July,5,0,5,2,0.0,USA,Online TA,Transient,140.29,0,0,0,No Deposit,19.0,105.0,5,2.0
Resort Hotel,0,42,2024,July,10,0,8,4,0.0,USA,Direct,Group,146.0,0,0,0,No Deposit,17.0,108.0,8,4.0
Resort Hotel,1,80,2024,December,5,1,1,2,0.0,ESP,Groups,Contract,122.33,0,1,0,No Deposit,24.0,111.0,2,2.0
City Hotel,1,225,2023,May,12,0,1,3,0.0,PRT,Direct,Transient,120.66,0,1,0,No Deposit,27.0,119.0,1,3.0
Resort Hotel,1,2,2023,December,1,2,1,3,0.0,GBR,Corporate,Transient,110.0,0,0,0,Non Refund,14.0,0.0,3,3.0
City Hotel,0,46,2023,June,24,0,2,2,0.0,GBR,Online TA,Group,134.99,0,2,0,Refundable,0.0,0.0,2,2.0
City Hotel,0,35,2023,February,10,0,3,2,0.0,PRT,Direct,Contract,97.95,0,0,0,No Deposit,5.0,0.0,3,2.0
City Hotel,0,16,2024,May,5,0,1,2,0.0,PRT,Corporate,Transient,103.34,0,0,0,Non Refund,0.0,114.0,1,2.0
Resort Hotel,1,60,2023,July,19,1,1,2,1.0,PRT,Online TA,Contract,219.76700000000014,0,1,0,No Deposit,16.0,102.0,2,3.0
City Hotel,0,10,2023,September,19,1,2,2,1.0,IND,Online TA,Transient,86.93,0,0,0,No Deposit,29.0,117.0,3,3.0
Resort Hotel,0,20,2023,June,20,0,1,2,0.0,IND,Corporate,Transient,135.64,0,0,0,Non Refund,26.0,112.0,1,2.0
City Hotel,0,91,2024,December,12,1,0,2,0.0,IND,Offline TA/TO,Transient,79.81,0,0,0,Non Refund,17.0,119.0,1,2.0
City Hotel,0,37,2023,October,23,0,2,2,0.0,BRA,Offline TA/TO,Group,148.05,0,0,0,No Deposit,20.0,0.0,2,2.0
City Hotel,1,303,2023,April,16,1,2,4,0.0,GBR,Groups,Transient-Party,118.33,0,3,0,No Deposit,9.0,0.0,3,4.0
City Hotel,0,29,2023,March,5,0,7,3,1.0,DEU,Groups,Transient,80.22,0,0,0,Refundable,19.0,110.0,7,4.0
City Hotel,0,37,2024,September,17,3,1,2,0.0,USA,Corporate,Transient-Party,125.24,0,0,0,Refundable,16.0,0.0,4,2.0
City Hotel,0,21,2023,July,14,1,2,2,0.0,PRT,Corporate,Transient,185.77,0,1,0,No Deposit,9.0,102.0,3,2.0
City Hotel,0,16,2024,November,12,0,1,2,0.0,ITA,Online TA,Transient,91.75,1,1,0,No Deposit,9.0,103.0,1,2.0
City Hotel,0,153,2023,June,13,0,3,2,1.0,FRA,Online TA,Transient,75.97,1,0,0,No Deposit,8.0,0.0,3,3.0
Resort Hotel,0,82,2023,July,21,3,1,2,0.0,FRA,Groups,Transient-Party,189.26,0,0,0,Non Refund,22.0,114.0,4,2.0
City Hotel,0,24,2024,August,14,0,2,3,1.0,DEU,Direct,Transient,106.68,0,1,0,No Deposit,14.0,117.0,2,4.0
City Hotel,0,72,2023,May,5,3,3,1,0.0,GBR,Direct,Transient,119.16,0,0,0,No Deposit,27.0,105.0,6,1.0
City Hotel,0,202,2024,March,22,2,1,2,0.0,USA,Online TA,Transient,77.48,0,0,0,No Deposit,21.0,107.0,3,2.0
City Hotel,0,4,2024,March,23,0,5,2,0.0,GBR,Groups,Transient-Party,104.95,1,0,0,No Deposit,15.0,105.0,5,2.0
City Hotel,0,18,2024,February,5,0,2,1,1.0,FRA,Online TA,Transient,85.76,0,0,0,No Deposit,22.0,102.0,2,2.0
Resort Hotel,0,13,2024,August,27,1,0,1,0.0,ESP,Online TA,Transient,101.54,0,0,0,No Deposit,27.0,0.0,1,1.0
City Hotel,1,122,2023,January,18,3,2,2,1.0,PRT,Online TA,Transient,80.7,0,1,0,No Deposit,29.0,0.0,5,3.0
Resort Hotel,0,11,2023,December,14,2,2,2,0.0,GBR,Direct,Transient,160.36,0,1,0,No Deposit,13.0,0.0,4,2.0
City Hotel,0,22,2024,August,18,2,1,3,0.0,USA,Direct,Transient-Party,174.38,0,0,0,No Deposit,20.0,0.0,3,3.0
Resort Hotel,0,47,2024,March,20,1,7,2,0.0,GBR,Offline TA/TO,Group,90.27,1,0,0,Non Refund,14.0,0.0,8,2.0
Resort Hotel,0,58,2024,September,1,3,1,2,0.0,ESP,Online TA,Transient,140.58,0,0,0,No Deposit,26.0,104.0,4,2.0
City Hotel,1,99,2023,December,7,1,1,2,1.0,PRT,Complementary,Transient-Party,123.95,0,1,0,Non Refund,1.0,0.0,2,3.0
City Hotel,0,31,2023,December,17,2,1,2,0.0,USA,Groups,Transient,75.27,0,0,0,No Deposit,11.0,109.0,3,2.0
City Hotel,1,201,2023,February,10,0,3,2,0.0,PRT,Corporate,Transient,63.26,0,0,0,No Deposit,16.0,111.0,3,2.0
Resort Hotel,1,21,2023,October,7,0,3,4,0.0,PRT,Groups,Transient-Party,107.1,0,1,0,Non Refund,29.0,0.0,3,4.0
Resort Hotel,0,17,2023,September,27,0,2,2,1.0,IND,Online TA,Contract,158.21,0,2,1,No Deposit,25.0,0.0,2,3.0
City Hotel,0,74,2024,June,28,3,2,2,0.0,PRT,Online TA,Transient-Party,130.93,0,0,0,No Deposit,22.0,0.0,5,2.0
City Hotel,0,88,2023,January,12,3,2,2,1.0,IND,Groups,Transient,125.8,0,0,0,No Deposit,4.0,101.0,5,3.0
Resort Hotel,0,32,2024,May,22,2,3,2,0.0,ESP,Online TA,Transient-Party,112.64,1,0,0,No Deposit,1.0,0.0,5,2.0
Resort Hotel,0,14,2023,October,15,1,1,2,0.0,ITA,Online TA,Contract,141.94,0,0,1,No Deposit,15.0,117.0,2,2.0
Resort Hotel,1,90,2024,September,23,1,2,2,2.0,FRA,Corporate,Transient,123.93,0,1,1,Non Refund,3.0,110.0,3,4.0
Resort Hotel,0,66,2024,June,21,4,1,2,0.0,PRT,Direct,Group,165.64,0,0,0,No Deposit,22.0,102.0,5,2.0
City Hotel,0,125,2023,July,16,3,3,3,0.0,USA,Direct,Transient,139.56,0,0,0,No Deposit,23.0,0.0,6,3.0
City Hotel,0,111,2024,April,8,1,2,1,0.0,IND,Direct,Contract,61.16,0,1,0,No Deposit,27.0,117.0,3,1.0
Resort Hotel,0,13,2023,January,6,1,2,2,1.0,IND,Direct,Transient,92.16,0,1,0,No Deposit,5.0,100.0,3,3.0
City Hotel,0,107,2023,May,28,0,4,3,0.0,IND,Online TA,Transient-Party,83.22,0,1,0,No Deposit,1.0,0.0,4,3.0
City Hotel,0,11,2024,February,4,0,1,2,0.0,FRA,Online TA,Transient-Party,93.1,0,0,0,Non Refund,4.0,101.0,1,2.0
Resort Hotel,0,119,2023,August,11,2,1,3,0.0,GBR,Offline TA/TO,Transient,169.29,0,1,0,No Deposit,14.0,101.0,3,3.0
City Hotel,0,88,2023,April,17,2,2,2,0.0,IND,Corporate,Group,120.99,0,1,0,No Deposit,3.0,0.0,4,2.0
City Hotel,1,50,2023,January,2,0,1,2,2.0,IRL,Groups,Transient,116.94,0,1,0,Non Refund,12.0,104.0,1,4.0
Resort Hotel,0,61,2023,October,28,1,3,1,0.0,PRT,Offline TA/TO,Transient,85.19,1,1,0,Non Refund,16.0,106.0,4,1.0
Resort Hotel,0,6,2024,July,6,1,1,1,0.0,GBR,Online TA,Contract,123.64,0,2,0,No Deposit,27.0,0.0,2,1.0
City Hotel,0,2,2023,December,4,0,1,2,0.0,PRT,Groups,Transient,108.25,1,0,0,No Deposit,3.0,117.0,1,2.0
City Hotel,0,24,2024,November,3,0,5,2,1.0,BRA,Online TA,Transient,102.14,0,1,0,No Deposit,0.0,0.0,5,3.0
Resort Hotel,1,103,2024,February,7,2,2,2,0.0,PRT,Online TA,Transient-Party,66.43,1,0,0,No Deposit,19.0,114.0,4,2.0
Resort Hotel,0,37,2023,March,7,2,2,4,0.0,ESP,Complementary,Transient-Party,174.19,0,0,0,No Deposit,0.0,0.0,4,4.0
City Hotel,0,15,2023,September,16,1,1,2,0.0,ITA,Offline TA/TO,Group,137.47,0,0,0,No Deposit,26.0,106.0,2,2.0
City Hotel,0,107,2024,September,2,1,0,1,0.0,PRT,Online TA,Transient-Party,111.94,0,2,0,No Deposit,1.0,0.0,1,1.0
City Hotel,0,15,2023,February,8,1,1,2,1.0,GBR,Groups,Contract,112.09,0,0,0,No Deposit,29.0,0.0,2,3.0
City Hotel,1,101,2023,March,15,1,4,2,0.0,PRT,Groups,Group,90.13,0,0,0,Non Refund,28.0,113.0,5,2.0
Resort Hotel,1,36,2023,November,27,2,1,2,0.0,ITA,Online TA,Transient-Party,62.14,0,0,0,No Deposit,0.0,119.0,3,2.0
City Hotel,0,37,2024,December,16,1,1,1,0.0,PRT,Complementary,Transient,157.3,0,1,0,No Deposit,5.0,0.0,2,1.0
City Hotel,1,19,2024,September,1,0,2,1,0.0,USA,Direct,Transient-Party,133.69,0,0,1,No Deposit,26.0,100.0,2,1.0
City Hotel,0,138,2023,January,27,1,2,2,0.0,FRA,Online TA,Transient,97.08,0,0,0,No Deposit,2.0,0.0,3,2.0
Resort Hotel,0,5,2023,February,10,1,2,4,0.0,BRA,Groups,Transient,119.62,0,1,0,Refundable,26.0,110.0,3,4.0
City Hotel,1,9,2024,November,7,1,3,2,0.0,GBR,Online TA,Transient-Party,71.47,0,0,0,No Deposit,13.0,118.0,4,2.0
City Hotel,0,60,2024,February,16,0,7,4,0.0,PRT,Online TA,Group,48.52,0,2,0,Non Refund,0.0,107.0,7,4.0
City Hotel,0,113,2024,October,10,2,1,2,0.0,DEU,Online TA,Transient,39.03,0,2,0,No Deposit,8.0,113.0,3,2.0
City Hotel,1,6,2024,March,12,1,1,4,1.0,ITA,Direct,Transient,48.56,0,2,0,No Deposit,19.0,105.0,2,5.0
Resort Hotel,0,79,2023,October,17,1,2,1,1.0,DEU,Online TA,Transient,118.0,0,1,0,No Deposit,9.0,103.0,3,2.0
City Hotel,0,81,2024,March,13,0,2,3,0.0,USA,Groups,Transient,61.34,0,0,0,No Deposit,0.0,103.0,2,3.0
City Hotel,1,52,2023,October,12,1,2,2,0.0,PRT,Direct,Transient,57.36,0,1,1,Non Refund,23.0,0.0,3,2.0
City Hotel,0,40,2023,February,15,1,2,2,0.0,USA,Online TA,Transient-Party,60.55,0,0,0,No Deposit,12.0,108.0,3,2.0
City Hotel,0,23,2024,August,14,1,1,2,0.0,PRT,Direct,Transient,136.4,0,0,0,No Deposit,16.0,100.0,2,2.0
City Hotel,0,25,2023,August,19,0,4,2,2.0,ESP,Offline TA/TO,Transient,166.31,0,1,0,Non Refund,0.0,0.0,4,4.0
City Hotel,0,67,2024,August,19,2,1,2,1.0,PRT,Online TA,Contract,213.28,0,0,0,No Deposit,13.0,100.0,3,3.0
City Hotel,0,4,2023,February,26,1,4,3,0.0,PRT,Online TA,Transient-Party,124.8,0,0,0,No Deposit,2.0,0.0,5,3.0
Resort Hotel,0,52,2024,September,14,0,6,2,1.0,ESP,Offline TA/TO,Transient,125.31,0,1,0,No Deposit,0.0,103.0,6,3.0
City Hotel,0,19,2024,November,18,1,1,2,0.0,FRA,Online TA,Transient,59.44,1,2,0,Non Refund,0.0,109.0,2,2.0
Resort Hotel,0,37,2023,July,26,1,2,2,0.0,USA,Corporate,Transient,191.18,0,1,0,No Deposit,21.0,114.0,3,2.0
City Hotel,0,49,2024,December,5,0,1,4,0.0,PRT,Online TA,Group,114.68,0,2,0,Non Refund,17.0,0.0,1,4.0
City Hotel,1,130,2023,May,20,0,1,2,0.0,GBR,Offline TA/TO,Transient,103.33,0,0,0,Non Refund,29.0,104.0,1,2.0
City Hotel,1,51,2024,July,6,1,2,4,2.0,GBR,Offline TA/TO,Group,120.72,1,0,0,No Deposit,0.0,108.0,3,6.0
City Hotel,0,15,2023,August,18,2,0,3,0.0,GBR,Offline TA/TO,Contract,114.53,0,0,0,Non Refund,0.0,102.0,2,3.0
City Hotel,1,4,2024,September,14,1,0,1,0.0,PRT,Online TA,Transient-Party,129.97,0,2,0,No Deposit,24.0,104.0,1,1.0
Resort Hotel,1,59,2023,February,4,0,2,1,0.0,PRT,Online TA,Transient,131.12,0,1,0,No Deposit,9.0,103.0,2,1.0
City Hotel,0,47,2023,June,28,2,4,3,0.0,PRT,Online TA,Contract,112.05,1,0,0,No Deposit,20.0,106.0,6,3.0
Resort Hotel,0,66,2023,September,23,1,5,1,0.0,PRT,Direct,Transient,149.77,0,0,0,No Deposit,3.0,102.0,6,1.0
Resort Hotel,1,36,2023,June,1,3,0,4,0.0,PRT,Online TA,Transient,117.2,0,2,1,No Deposit,24.0,114.0,3,4.0
City Hotel,0,104,2024,February,13,1,4,1,0.0,GBR,Online TA,Transient,78.79,0,0,0,No Deposit,5.0,113.0,5,1.0
Resort Hotel,1,151,2024,January,11,1,2,1,0.0,ESP,Online TA,Transient-Party,92.0,0,1,0,Non Refund,11.0,101.0,3,1.0
Resort Hotel,0,2,2024,December,3,2,3,2,0.0,BRA,Corporate,Transient,167.29,0,0,0,No Deposit,0.0,106.0,5,2.0
City Hotel,0,81,2023,March,17,1,2,2,0.0,PRT,Groups,Group,92.38,0,2,0,No Deposit,20.0,114.0,3,2.0
City Hotel,0,2,2024,November,18,1,1,3,0.0,DEU,Direct,Transient,90.77,0,0,0,No Deposit,21.0,111.0,2,3.0
City Hotel,0,35,2023,May,25,0,6,1,0.0,PRT,Offline TA/TO,Contract,86.9,0,0,0,No Deposit,5.0,105.0,6,1.0
City Hotel,0,37,2024,July,10,1,2,1,0.0,DEU,Online TA,Transient,196.6,0,0,0,No Deposit,24.0,114.0,3,1.0
City Hotel,0,71,2024,October,16,0,3,2,0.0,USA,Offline TA/TO,Transient,89.29,1,2,0,No Deposit,26.0,107.0,3,2.0
City Hotel,1,26,2023,October,21,1,2,2,0.0,FRA,Offline TA/TO,Transient,59.21,0,0,0,No Deposit,0.0,108.0,3,2.0
Resort Hotel,0,103,2023,March,13,5,3,2,0.0,IND,Offline TA/TO,Group,150.69,0,1,0,No Deposit,21.0,0.0,8,2.0
City Hotel,0,25,2023,September,20,2,1,1,0.0,FRA,Online TA,Transient,68.96,1,0,0,Non Refund,29.0,110.0,3,1.0
City Hotel,0,25,2024,October,12,1,1,3,0.0,FRA,Offline TA/TO,Transient-Party,75.37,0,1,0,Non Refund,25.0,105.0,2,3.0
City Hotel,0,15,2024,December,4,3,3,2,1.0,ITA,Online TA,Transient,123.04,0,1,0,No Deposit,13.0,0.0,6,3.0
City Hotel,0,69,2024,April,8,1,2,2,0.0,GBR,Online TA,Contract,86.19,0,0,0,No Deposit,6.0,0.0,3,2.0
City Hotel,1,4,2023,October,12,0,1,2,0.0,USA,Online TA,Transient,88.64,0,0,0,Non Refund,0.0,115.0,1,2.0
Resort Hotel,1,27,2024,February,19,2,1,1,0.0,USA,Online TA,Transient,96.48,0,0,0,No Deposit,0.0,116.0,3,1.0
City Hotel,1,18,2024,March,15,2,3,1,0.0,DEU,Online TA,Transient-Party,86.95,0,0,0,No Deposit,9.0,114.0,5,1.0
City Hotel,0,15,2023,May,28,0,1,1,0.0,IND,Online TA,Transient,57.13,0,1,1,No Deposit,0.0,111.0,1,1.0
City Hotel,1,3,2024,March,16,1,2,1,0.0,USA,Online TA,Transient,112.86,0,1,0,No Deposit,19.0,100.0,3,1.0
Resort Hotel,0,12,2023,May,12,0,4,3,0.0,FRA,Online TA,Transient,138.62,0,0,0,Refundable,10.0,113.0,4,3.0
City Hotel,1,35,2023,April,20,0,3,2,0.0,DEU,Online TA,Transient-Party,104.1,0,0,0,Non Refund,28.0,0.0,3,2.0
City Hotel,0,42,2024,November,18,0,3,1,0.0,USA,Online TA,Transient,80.64,0,0,0,No Deposit,23.0,103.0,3,1.0
Resort Hotel,1,18,2023,October,22,1,2,4,0.0,USA,Online TA,Transient,101.94,0,0,0,Non Refund,16.0,0.0,3,4.0
Resort Hotel,0,63,2024,March,12,0,1,1,0.0,FRA,Corporate,Transient-Party,130.67,0,0,0,No Deposit,16.0,113.0,1,1.0
City Hotel,1,27,2023,June,25,1,1,1,0.0,DEU,Groups,Transient-Party,132.48,0,0,0,Non Refund,13.0,104.0,2,1.0
City Hotel,0,91,2024,August,28,1,2,2,0.0,PRT,Offline TA/TO,Transient-Party,197.81,0,1,1,No Deposit,12.0,0.0,3,2.0
Resort Hotel,0,48,2024,December,20,0,2,1,0.0,GBR,Offline TA/TO,Group,135.9,0,1,1,No Deposit,13.0,111.0,2,1.0
City Hotel,1,183,2023,April,11,1,3,4,0.0,PRT,Online TA,Transient,93.8,0,0,0,Non Refund,0.0,112.0,4,4.0
City Hotel,1,26,2023,September,22,2,3,1,0.0,GBR,Groups,Transient-Party,143.63,0,1,0,No Deposit,20.0,119.0,5,1.0
Resort Hotel,0,105,2023,June,20,0,3,2,0.0,IND,Corporate,Transient,115.0,0,2,0,No Deposit,0.0,107.0,3,2.0
City Hotel,0,80,2023,May,14,0,3,1,0.0,IRL,Corporate,Transient,113.68,0,1,1,No Deposit,24.0,111.0,3,1.0
Resort Hotel,1,132,2023,March,2,0,1,2,0.0,PRT,Online TA,Transient,143.54,0,1,0,No Deposit,27.0,110.0,1,2.0
Resort Hotel,1,188,2023,May,13,0,2,2,0.0,PRT,Offline TA/TO,Transient,175.16,0,0,0,No Deposit,17.0,112.0,2,2.0
City Hotel,0,0,2023,May,14,0,2,3,0.0,USA,Online TA,Transient,83.15,0,0,0,No Deposit,23.0,0.0,2,3.0
City Hotel,0,5,2024,December,6,1,1,3,0.0,PRT,Groups,Transient-Party,120.21,0,2,0,No Deposit,10.0,0.0,2,3.0
Resort Hotel,0,67,2023,December,12,0,3,3,1.0,USA,Online TA,Transient,150.16,0,1,1,No Deposit,3.0,114.0,3,4.0
City Hotel,0,29,2024,April,7,1,1,1,2.0,GBR,Direct,Transient,51.98,0,0,0,No Deposit,6.0,105.0,2,3.0
Resort Hotel,1,102,2024,December,4,1,1,1,1.0,USA,Online TA,Transient,121.28,0,1,1,No Deposit,0.0,107.0,2,2.0
Resort Hotel,0,0,2024,June,28,2,3,2,0.0,PRT,Corporate,Transient,160.32,0,1,0,No Deposit,3.0,114.0,5,2.0
Resort Hotel,0,98,2023,March,27,0,2,2,0.0,USA,Online TA,Transient,160.93,0,0,0,No Deposit,14.0,0.0,2,2.0
City Hotel,0,8,2024,October,7,1,1,3,0.0,DEU,Corporate,Transient,96.85,0,0,0,No Deposit,0.0,113.0,2,3.0
City Hotel,0,20,2024,January,13,1,1,2,0.0,GBR,Offline TA/TO,Transient,65.61,0,1,0,Non Refund,13.0,108.0,2,2.0
City Hotel,1,208,2024,July,11,1,1,1,1.0,ITA,Offline TA/TO,Transient-Party,107.5,0,0,0,Non Refund,28.0,0.0,2,2.0
City Hotel,0,3,2023,July,8,0,1,2,0.0,PRT,Online TA,Transient,77.95,1,0,0,No Deposit,6.0,118.0,1,2.0
City Hotel,1,25,2023,December,27,1,5,2,0.0,GBR,Groups,Transient-Party,159.51,0,0,0,No Deposit,17.0,115.0,6,2.0
Resort Hotel,1,5,2024,April,19,0,3,3,0.0,PRT,Corporate,Group,160.76,0,1,0,Non Refund,13.0,108.0,3,3.0
City Hotel,1,115,2023,September,2,0,2,2,0.0,PRT,Online TA,Transient,73.65,0,1,0,No Deposit,24.0,0.0,2,2.0
City Hotel,0,72,2023,December,21,0,3,2,0.0,ESP,Direct,Transient,165.21,0,0,0,Non Refund,1.0,113.0,3,2.0
City Hotel,1,96,2023,February,18,0,3,2,1.0,DEU,Online TA,Transient,102.1,0,0,0,No Deposit,25.0,0.0,3,3.0
Resort Hotel,0,44,2024,January,26,0,3,1,0.0,IND,Online TA,Transient,106.14,0,1,0,No Deposit,10.0,102.0,3,1.0
City Hotel,0,26,2024,March,21,2,3,2,0.0,GBR,Offline TA/TO,Transient-Party,67.24,1,1,0,No Deposit,26.0,0.0,5,2.0
Resort Hotel,0,0,2023,July,10,2,1,1,0.0,DEU,Direct,Transient,142.64,0,0,0,Non Refund,12.0,110.0,3,1.0
City Hotel,1,19,2024,September,6,1,3,2,0.0,PRT,Offline TA/TO,Transient,119.92,0,0,0,Non Refund,2.0,102.0,4,2.0
City Hotel,1,43,2024,February,24,2,2,2,0.0,PRT,Offline TA/TO,Transient,66.27,0,1,0,No Deposit,1.0,109.0,4,2.0
Resort Hotel,0,65,2024,June,22,1,2,1,0.0,USA,Corporate,Transient,117.27,0,0,0,No Deposit,29.0,0.0,3,1.0
City Hotel,1,15,2024,March,4,0,2,2,0.0,DEU,Groups,Transient,67.51,1,0,0,No Deposit,0.0,102.0,2,2.0
Resort Hotel,0,8,2024,May,19,0,3,1,0.0,GBR,Online TA,Transient,126.63,0,0,0,No Deposit,11.0,116.0,3,1.0
City Hotel,0,13,2024,December,14,1,4,2,0.0,IND,Offline TA/TO,Transient,93.51,1,0,0,Non Refund,14.0,100.0,5,2.0
City Hotel,0,26,2023,September,14,0,3,1,0.0,FRA,Groups,Transient-Party,107.86,0,0,1,No Deposit,0.0,0.0,3,1.0
Resort Hotel,0,9,2024,March,18,1,1,2,0.0,USA,Offline TA/TO,Transient,135.98,0,2,0,No Deposit,16.0,108.0,2,2.0
Resort Hotel,0,10,2023,January,17,2,4,1,0.0,ESP,Offline TA/TO,Contract,117.76,0,0,0,No Deposit,22.0,101.0,6,1.0
City Hotel,1,2,2023,May,18,0,2,1,0.0,ESP,Corporate,Transient,145.8,0,0,0,No Deposit,17.0,0.0,2,1.0
Resort Hotel,1,116,2024,January,18,0,2,2,0.0,FRA,Complementary,Transient,116.77,0,2,0,Non Refund,28.0,115.0,2,2.0
Resort Hotel,0,14,2024,August,5,1,3,4,0.0,DEU,Corporate,Transient,161.85,0,0,0,No Deposit,0.0,103.0,4,4.0
Resort Hotel,0,103,2024,July,9,2,1,2,0.0,DEU,Online TA,Transient-Party,219.76700000000014,1,1,0,No Deposit,24.0,101.0,3,2.0
City Hotel,0,34,2023,November,1,2,3,1,0.0,USA,Offline TA/TO,Transient,87.21,0,1,0,No Deposit,8.0,112.0,5,1.0
City Hotel,0,60,2023,February,4,1,2,2,0.0,USA,Online TA,Transient,78.4,1,0,0,No Deposit,5.0,115.0,3,2.0
Resort Hotel,1,4,2024,November,26,3,1,2,0.0,ESP,Online TA,Transient,94.85,0,1,0,No Deposit,1.0,110.0,4,2.0
Resort Hotel,0,52,2023,September,7,0,2,4,0.0,PRT,Offline TA/TO,Group,190.1,0,0,0,Refundable,22.0,0.0,2,4.0
Resort Hotel,0,20,2024,May,11,4,4,2,0.0,ESP,Online TA,Contract,122.5,0,0,0,No Deposit,26.0,0.0,8,2.0
Resort Hotel,1,6,2023,July,14,2,0,3,0.0,ITA,Offline TA/TO,Transient,158.4,0,0,1,Non Refund,21.0,119.0,2,3.0
City Hotel,1,143,2023,April,10,3,2,1,0.0,GBR,Direct,Transient,114.73,0,1,0,Non Refund,4.0,103.0,5,1.0
City Hotel,0,55,2024,December,19,0,1,2,0.0,GBR,Complementary,Transient,106.61,0,0,1,No Deposit,4.0,102.0,1,2.0
Resort Hotel,0,16,2023,January,8,2,3,2,0.0,ESP,Online TA,Transient,107.05,0,1,0,No Deposit,20.0,114.0,5,2.0
City Hotel,0,32,2023,August,3,2,3,2,0.0,USA,Online TA,Transient-Party,116.34,0,2,1,Refundable,22.0,100.0,5,2.0
City Hotel,0,26,2023,January,8,2,2,2,0.0,PRT,Offline TA/TO,Transient-Party,84.73,0,1,1,No Deposit,8.0,0.0,4,2.0
City Hotel,1,72,2024,March,18,1,3,2,0.0,PRT,Online TA,Transient,95.77,0,0,0,No Deposit,13.0,107.0,4,2.0
City Hotel,1,56,2024,June,5,1,4,2,1.0,ESP,Online TA,Contract,106.9,0,0,0,Non Refund,0.0,0.0,5,3.0
City Hotel,1,1,2023,August,20,0,4,2,0.0,USA,Groups,Transient,165.4,0,0,1,No Deposit,3.0,113.0,4,2.0
Resort Hotel,0,13,2023,August,11,3,2,2,0.0,DEU,Online TA,Transient,204.68,1,0,0,No Deposit,8.0,103.0,5,2.0
Resort Hotel,0,39,2024,February,9,1,3,2,0.0,DEU,Offline TA/TO,Transient,158.93,1,1,0,No Deposit,27.0,105.0,4,2.0
Resort Hotel,0,35,2023,September,19,1,3,2,1.0,IND,Online TA,Transient,77.96,0,1,0,No Deposit,23.0,113.0,4,3.0
Resort Hotel,1,43,2024,April,12,0,4,3,0.0,ESP,Online TA,Transient,102.74,1,1,0,No Deposit,18.0,103.0,4,3.0
City Hotel,0,75,2023,April,27,1,2,2,2.0,PRT,Online TA,Transient-Party,103.48,0,1,1,No Deposit,20.0,0.0,3,4.0
City Hotel,1,68,2023,February,5,1,0,2,0.0,GBR,Corporate,Transient,91.15,0,0,0,No Deposit,5.0,113.0,1,2.0
City Hotel,1,126,2023,October,26,0,1,2,0.0,GBR,Corporate,Contract,53.5,0,0,0,No Deposit,13.0,0.0,1,2.0
City Hotel,0,3,2024,July,25,2,1,1,0.0,USA,Offline TA/TO,Group,164.36,0,1,0,No Deposit,0.0,100.0,3,1.0
