hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,country,market_segment,customer_type,adr,required_car_parking_spaces,total_of_special_requests,previous_cancellations,deposit_type,agent,company,total_nights,total_guests,lead_time_bucket,customer_segment,predicted_cancel_risk
City Hotel,1,179,2024,September,15,0,5,2,1.0,GBR,Corporate,Contract,152.48,0,0,1,No Deposit,19.0,103.0,5,3.0,91-180 days,Early Planner - Corporate/Contract,0.5194319605882974
City Hotel,1,74,2024,November,16,2,1,2,1.0,PRT,Direct,Group,77.01,0,2,0,No Deposit,0.0,0.0,3,3.0,31-90 days,Early Planner - Leisure/Transient,0.4460032880769546
City Hotel,1,33,2023,March,13,2,4,1,2.0,USA,Direct,Transient-Party,107.22,0,1,1,Non Refund,4.0,107.0,6,3.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.6795543746719757
City Hotel,0,102,2024,July,15,0,4,2,0.0,USA,Groups,Transient-Party,126.08,0,1,0,No Deposit,6.0,114.0,4,2.0,91-180 days,Early Planner - Corporate/Contract,0.4584852854007214
City Hotel,0,34,2024,November,3,0,2,2,0.0,USA,Online TA,Transient,99.5,0,1,0,No Deposit,7.0,101.0,2,2.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.34852093294397357
City Hotel,1,43,2023,March,12,1,1,2,0.0,FRA,Offline TA/TO,Group,114.3,0,0,0,No Deposit,17.0,111.0,2,2.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.43829063749356495
Resort Hotel,0,109,2023,October,25,1,1,2,0.0,USA,Online TA,Transient,128.59,0,1,0,No Deposit,21.0,0.0,2,2.0,91-180 days,Early Planner - Leisure/Transient,0.4027618830035144
Resort Hotel,1,44,2024,March,12,3,0,2,0.0,ESP,Online TA,Transient-Party,116.56,0,1,0,No Deposit,16.0,109.0,3,2.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.4258667772403492
Resort Hotel,1,48,2024,June,18,0,1,2,2.0,PRT,Online TA,Transient,149.51,0,1,0,Non Refund,22.0,111.0,1,4.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.6891647229153329
Resort Hotel,0,127,2024,March,3,2,2,2,0.0,IRL,Direct,Transient,165.44,0,0,1,No Deposit,8.0,0.0,4,2.0,91-180 days,Early Planner - Leisure/Transient,0.5166097209352318
Resort Hotel,0,151,2023,May,12,1,1,1,0.0,PRT,Direct,Transient-Party,97.39,0,0,0,No Deposit,24.0,0.0,2,1.0,91-180 days,Early Planner - Corporate/Contract,0.6071774578108833
City Hotel,1,104,2024,September,23,2,3,2,0.0,DEU,Online TA,Transient,143.8,0,2,0,Non Refund,0.0,105.0,5,2.0,91-180 days,Early Planner - Leisure/Transient,0.6383694603380534
City Hotel,0,4,2023,July,21,1,3,2,0.0,GBR,Direct,Group,116.0,0,0,0,No Deposit,2.0,119.0,4,2.0,0-7 days,Last-Minute Booker - Leisure/Transient,0.41239534375763615
City Hotel,0,35,2023,February,26,1,4,2,0.0,USA,Groups,Transient,76.03,0,0,0,No Deposit,13.0,116.0,5,2.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.36064177161882066
City Hotel,0,25,2023,January,23,0,1,1,0.0,ITA,Online TA,Contract,76.35,1,1,1,No Deposit,23.0,117.0,1,1.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.2131794698659728
Resort Hotel,0,14,2024,July,2,1,2,2,0.0,FRA,Online TA,Transient-Party,158.94,0,2,0,Refundable,7.0,115.0,3,2.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.27984157357372497
Resort Hotel,1,143,2023,April,14,1,3,2,0.0,BRA,Corporate,Contract,127.54,0,0,0,No Deposit,9.0,114.0,4,2.0,91-180 days,Early Planner - Corporate/Contract,0.5939725366835773
City Hotel,0,37,2024,July,4,0,1,1,0.0,FRA,Online TA,Transient,56.98,0,0,0,No Deposit,24.0,0.0,1,1.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.44408890892278163
Resort Hotel,0,8,2024,June,17,0,2,2,1.0,USA,Direct,Contract,159.19,0,1,0,No Deposit,0.0,102.0,2,3.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.3114251981367129
Resort Hotel,0,0,2024,July,15,4,0,2,0.0,GBR,Direct,Transient-Party,150.47,0,0,0,No Deposit,0.0,116.0,4,2.0,0-7 days,Last-Minute Booker - Corporate/Contract,0.4566352410610506
City Hotel,0,34,2024,April,16,0,1,1,0.0,PRT,Online TA,Transient,72.63,0,0,0,No Deposit,10.0,0.0,1,1.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.4008857193647087
City Hotel,0,2,2023,March,5,2,0,3,0.0,DEU,Corporate,Transient,90.6,0,2,1,No Deposit,28.0,115.0,2,3.0,0-7 days,Last-Minute Booker - Leisure/Transient,0.28241601630343793
Resort Hotel,0,56,2024,December,24,1,1,2,0.0,PRT,Offline TA/TO,Group,145.89,0,2,0,No Deposit,9.0,0.0,2,2.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.33256993301656496
City Hotel,0,56,2024,May,17,2,0,3,0.0,ESP,Direct,Transient-Party,164.31,0,0,2,No Deposit,26.0,105.0,2,3.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.5304026293840959
City Hotel,0,137,2023,March,23,0,5,2,2.0,IND,Online TA,Transient-Party,109.0,0,1,0,No Deposit,26.0,112.0,5,4.0,91-180 days,Early Planner - Corporate/Contract,0.47599552225790603
City Hotel,0,12,2023,March,7,1,1,3,0.0,PRT,Corporate,Contract,118.45,0,1,0,Non Refund,0.0,113.0,2,3.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.48581057593032834
City Hotel,0,27,2023,April,23,0,4,2,0.0,FRA,Online TA,Transient,104.52,0,0,1,Non Refund,0.0,100.0,4,2.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.7777861964274628
Resort Hotel,1,117,2023,August,15,4,1,2,0.0,PRT,Online TA,Group,175.2,1,0,0,Non Refund,21.0,103.0,5,2.0,91-180 days,Early Planner - Leisure/Transient,0.6459398931125211
Resort Hotel,0,38,2024,February,17,3,2,3,1.0,DEU,Online TA,Transient-Party,114.91,0,0,0,Non Refund,24.0,118.0,5,4.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.7214712613939734
City Hotel,0,3,2024,April,12,2,6,1,0.0,ESP,Online TA,Transient,68.83,0,0,1,No Deposit,27.0,119.0,8,1.0,0-7 days,Last-Minute Booker - Leisure/Transient,0.33824073496909574
City Hotel,0,7,2024,November,11,2,1,2,0.0,USA,Complementary,Transient,74.82,1,0,0,Non Refund,27.0,101.0,3,2.0,0-7 days,Last-Minute Booker - Leisure/Transient,0.6117884317472329
City Hotel,0,100,2024,March,19,0,4,3,0.0,GBR,Online TA,Transient,79.89,0,1,0,No Deposit,17.0,105.0,4,3.0,91-180 days,Early Planner - Leisure/Transient,0.4036164631686921
City Hotel,0,81,2023,July,11,0,1,3,1.0,ITA,Offline TA/TO,Transient-Party,108.65,0,0,0,No Deposit,8.0,104.0,1,4.0,31-90 days,Early Planner - Corporate/Contract,0.4618674990654005
City Hotel,1,125,2024,February,2,3,1,1,1.0,ITA,Corporate,Transient-Party,59.1,0,0,0,No Deposit,27.0,106.0,4,2.0,91-180 days,Early Planner - Corporate/Contract,0.549312646427943
City Hotel,0,7,2023,January,15,4,4,3,0.0,DEU,Direct,Contract,70.91,0,2,0,No Deposit,21.0,106.0,8,3.0,0-7 days,Last-Minute Booker - Corporate/Contract,0.23730292091051827
City Hotel,0,85,2024,October,5,0,2,2,1.0,DEU,Online TA,Group,119.82,0,3,0,No Deposit,22.0,109.0,2,3.0,31-90 days,Early Planner - Leisure/Transient,0.3612775976475603
City Hotel,0,63,2023,January,18,0,5,3,0.0,ESP,Corporate,Transient,50.0,0,0,0,No Deposit,14.0,106.0,5,3.0,31-90 days,Early Planner - Leisure/Transient,0.41970128483577357
Resort Hotel,0,15,2024,June,21,2,2,2,0.0,PRT,Offline TA/TO,Transient-Party,165.02,0,0,0,No Deposit,0.0,0.0,4,2.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.4424537763470775
Resort Hotel,0,50,2023,July,16,1,2,2,0.0,ESP,Online TA,Transient,219.76700000000014,0,1,0,No Deposit,5.0,102.0,3,2.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.2813800915121994
Resort Hotel,0,142,2023,August,4,2,4,2,0.0,GBR,Direct,Transient,166.31,0,1,0,No Deposit,6.0,0.0,6,2.0,91-180 days,Early Planner - Leisure/Transient,0.4357675858012351
City Hotel,0,117,2024,May,27,3,3,3,0.0,ESP,Direct,Transient,110.12,0,1,1,No Deposit,16.0,0.0,6,3.0,91-180 days,Early Planner - Leisure/Transient,0.3930963287359336
Resort Hotel,0,24,2024,May,23,1,4,1,0.0,PRT,Offline TA/TO,Transient,183.51,0,1,1,No Deposit,22.0,105.0,5,1.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.33430202866453834
Resort Hotel,1,46,2023,December,10,0,3,1,0.0,IRL,Online TA,Transient,118.5,0,1,0,Non Refund,10.0,107.0,3,1.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.682861841902751
Resort Hotel,0,33,2024,February,22,1,2,2,0.0,FRA,Direct,Transient-Party,148.07,0,1,0,No Deposit,14.0,117.0,3,2.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.4325284969786703
City Hotel,0,74,2024,August,2,0,3,2,1.0,PRT,Online TA,Transient-Party,133.66,0,0,0,No Deposit,6.0,116.0,3,3.0,31-90 days,Early Planner - Corporate/Contract,0.5141999416950558
City Hotel,1,53,2024,October,15,1,2,3,0.0,FRA,Online TA,Transient-Party,135.2,0,0,0,Non Refund,11.0,0.0,3,3.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.7796999699507027
City Hotel,0,92,2024,January,4,0,3,2,0.0,GBR,Groups,Transient-Party,68.12,1,0,0,No Deposit,20.0,0.0,3,2.0,91-180 days,Early Planner - Corporate/Contract,0.4421726092394704
Resort Hotel,0,0,2023,October,16,1,1,1,0.0,ESP,Online TA,Transient,138.23,1,0,0,No Deposit,7.0,100.0,2,1.0,0-7 days,Last-Minute Booker - Leisure/Transient,0.28887520165027264
City Hotel,1,69,2023,September,27,1,5,3,0.0,PRT,Online TA,Transient,144.12,0,1,0,No Deposit,0.0,118.0,6,3.0,31-90 days,Early Planner - Leisure/Transient,0.40006026300907377
City Hotel,1,23,2024,January,7,0,3,1,0.0,GBR,Groups,Transient,86.66,0,0,0,No Deposit,0.0,104.0,3,1.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.35081747706933436
Resort Hotel,0,15,2024,January,25,2,0,2,0.0,PRT,Online TA,Transient,68.12,0,2,0,No Deposit,20.0,109.0,2,2.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.292206550001756
City Hotel,0,96,2024,January,25,1,2,2,0.0,PRT,Direct,Group,105.37,0,0,0,Non Refund,5.0,109.0,3,2.0,91-180 days,Early Planner - Leisure/Transient,0.7038326530601646
Resort Hotel,0,5,2024,July,12,1,3,2,0.0,BRA,Corporate,Transient-Party,190.23,0,2,1,No Deposit,13.0,0.0,4,2.0,0-7 days,Last-Minute Booker - Corporate/Contract,0.2971158002989372
City Hotel,0,13,2024,December,17,1,0,2,0.0,FRA,Corporate,Transient,129.95,1,1,0,No Deposit,8.0,101.0,1,2.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.2844373103253306
City Hotel,1,32,2023,July,9,0,4,2,0.0,ESP,Corporate,Transient-Party,130.41,0,2,0,Non Refund,26.0,110.0,4,2.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.6056381630529711
Resort Hotel,1,23,2024,May,8,1,7,4,0.0,GBR,Offline TA/TO,Transient-Party,104.85,0,0,0,No Deposit,1.0,103.0,8,4.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.4637552934088282
City Hotel,0,76,2023,December,23,1,2,2,0.0,ESP,Online TA,Transient-Party,90.82,0,0,0,No Deposit,7.0,0.0,3,2.0,31-90 days,Early Planner - Corporate/Contract,0.4949763129817909
City Hotel,0,72,2024,July,6,1,2,2,1.0,GBR,Groups,Transient,78.33,0,0,0,No Deposit,11.0,0.0,3,3.0,31-90 days,Early Planner - Leisure/Transient,0.43425196427662693
City Hotel,0,23,2024,October,15,1,2,2,0.0,DEU,Direct,Transient,114.08,0,1,0,Non Refund,0.0,106.0,3,2.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.6273127995477314
City Hotel,0,34,2023,July,10,2,2,2,0.0,BRA,Offline TA/TO,Transient,111.44,0,1,0,No Deposit,25.0,114.0,4,2.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.3517017104220313
City Hotel,0,13,2023,April,23,0,1,2,0.0,IND,Groups,Contract,113.99,0,0,0,Refundable,1.0,0.0,1,2.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.3056398396792165
Resort Hotel,0,66,2024,February,27,1,3,2,0.0,USA,Offline TA/TO,Transient,133.11,0,1,0,No Deposit,15.0,102.0,4,2.0,31-90 days,Early Planner - Leisure/Transient,0.36333092780862997
City Hotel,0,30,2024,August,25,1,4,2,1.0,FRA,Offline TA/TO,Transient,106.93,0,1,0,No Deposit,23.0,110.0,5,3.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.32474089320031274
City Hotel,0,8,2023,February,6,0,2,1,0.0,GBR,Complementary,Transient-Party,83.07,0,1,0,No Deposit,20.0,106.0,2,1.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.28159960214130936
Resort Hotel,0,23,2024,May,14,0,2,1,1.0,GBR,Corporate,Transient-Party,159.31,0,1,0,No Deposit,9.0,109.0,2,2.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.3506009339917373
City Hotel,0,82,2023,September,26,1,2,1,2.0,GBR,Online TA,Transient,69.11,0,0,0,No Deposit,13.0,115.0,3,3.0,31-90 days,Early Planner - Leisure/Transient,0.4695933320469516
Resort Hotel,0,1,2023,September,19,2,2,3,0.0,GBR,Direct,Transient,146.63,0,2,0,Non Refund,23.0,104.0,4,3.0,0-7 days,Last-Minute Booker - Leisure/Transient,0.4435907888340808
City Hotel,1,17,2024,August,13,1,2,2,0.0,GBR,Offline TA/TO,Contract,123.64,0,1,0,No Deposit,25.0,111.0,3,2.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.3367600581613248
City Hotel,0,10,2024,August,14,0,2,2,0.0,USA,Online TA,Transient,163.46,0,1,0,No Deposit,16.0,117.0,2,2.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.2846588954571959
City Hotel,1,188,2024,April,3,0,2,1,0.0,FRA,Online TA,Transient,98.28,0,1,1,Non Refund,0.0,0.0,2,1.0,180+ days,Early Planner - Leisure/Transient,0.8693846338867396
Resort Hotel,1,73,2024,April,4,2,0,2,0.0,BRA,Offline TA/TO,Transient,186.98,0,3,0,Non Refund,0.0,107.0,2,2.0,31-90 days,Early Planner - Leisure/Transient,0.6916269916636528
City Hotel,1,15,2023,February,26,1,1,2,0.0,PRT,Direct,Contract,82.83,0,1,1,No Deposit,26.0,103.0,2,2.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.3882877446262417
Resort Hotel,0,13,2023,April,14,1,3,2,0.0,USA,Direct,Transient-Party,129.86,0,0,0,No Deposit,7.0,116.0,4,2.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.4648991391378243
Resort Hotel,0,117,2023,April,14,0,3,2,0.0,FRA,Complementary,Group,151.06,0,1,0,No Deposit,29.0,108.0,3,2.0,91-180 days,Early Planner - Leisure/Transient,0.36305266348980536
City Hotel,0,12,2023,June,26,1,3,1,0.0,ESP,Online TA,Contract,129.15,0,1,0,No Deposit,15.0,113.0,4,1.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.30841126418323284
City Hotel,1,349,2024,March,8,0,1,1,0.0,DEU,Corporate,Transient-Party,76.3,0,0,1,No Deposit,8.0,107.0,1,1.0,180+ days,Early Planner - Corporate/Contract,0.7685820459109718
City Hotel,0,19,2024,February,10,0,5,1,0.0,ESP,Online TA,Transient,91.51,0,0,0,No Deposit,26.0,108.0,5,1.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.3440356815874339
City Hotel,0,5,2023,August,9,0,1,2,0.0,USA,Online TA,Contract,116.07,0,0,0,No Deposit,13.0,105.0,1,2.0,0-7 days,Last-Minute Booker - Corporate/Contract,0.35530197918616113
City Hotel,1,70,2023,February,14,1,3,3,1.0,USA,Online TA,Transient,122.98,0,1,0,No Deposit,8.0,108.0,4,4.0,31-90 days,Early Planner - Leisure/Transient,0.396977552050969
City Hotel,1,56,2024,August,8,1,0,2,0.0,PRT,Groups,Contract,62.43,0,2,0,Non Refund,19.0,119.0,1,2.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.4822582142753072
Resort Hotel,1,500,2024,July,11,0,2,2,1.0,PRT,Offline TA/TO,Transient-Party,213.49,0,0,0,Non Refund,4.0,119.0,2,3.0,180+ days,Early Planner - Corporate/Contract,0.9024399817329356
City Hotel,1,97,2024,March,10,2,2,2,0.0,PRT,Online TA,Transient-Party,93.58,0,0,0,No Deposit,13.0,108.0,4,2.0,91-180 days,Early Planner - Corporate/Contract,0.5237785375804931
City Hotel,0,33,2024,June,18,2,2,1,0.0,ITA,Offline TA/TO,Transient,77.87,0,3,0,No Deposit,12.0,110.0,4,1.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.3095311153109171
Resort Hotel,1,67,2024,June,4,1,2,1,0.0,PRT,Offline TA/TO,Transient-Party,96.23,0,0,0,No Deposit,13.0,0.0,3,1.0,31-90 days,Early Planner - Corporate/Contract,0.4644959161453221
Resort Hotel,0,102,2024,October,4,1,5,2,0.0,PRT,Corporate,Transient,122.83,1,1,0,No Deposit,15.0,108.0,6,2.0,91-180 days,Early Planner - Leisure/Transient,0.3164772041486191
City Hotel,0,43,2023,May,12,0,1,2,0.0,BRA,Offline TA/TO,Transient,73.91,0,0,0,No Deposit,21.0,112.0,1,2.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.4023666545577961
Resort Hotel,0,19,2023,August,18,1,3,2,0.0,IND,Offline TA/TO,Group,188.74,1,0,0,No Deposit,2.0,0.0,4,2.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.2809687573968287
Resort Hotel,1,14,2023,November,8,0,1,2,0.0,PRT,Groups,Transient,95.78,1,1,0,No Deposit,15.0,0.0,1,2.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.2985712023954559
Resort Hotel,1,20,2024,December,3,2,1,2,0.0,PRT,Groups,Transient,162.76,0,2,0,No Deposit,17.0,105.0,3,2.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.30657008690907056
City Hotel,0,113,2024,May,18,0,6,2,0.0,PRT,Online TA,Transient-Party,65.99,0,0,0,Refundable,11.0,100.0,6,2.0,91-180 days,Early Planner - Corporate/Contract,0.3631406983074323
City Hotel,0,28,2024,July,7,2,0,3,0.0,ESP,Direct,Transient-Party,50.99,0,2,0,No Deposit,24.0,0.0,2,3.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.35537241077343185
Resort Hotel,0,20,2023,June,1,0,5,1,0.0,GBR,Online TA,Contract,94.64,0,0,0,No Deposit,24.0,0.0,5,1.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.3570402876633558
City Hotel,1,98,2023,November,22,1,3,2,0.0,ESP,Direct,Transient-Party,120.69,1,0,0,Non Refund,17.0,0.0,4,2.0,91-180 days,Early Planner - Corporate/Contract,0.7408173960204386
City Hotel,1,1,2023,July,13,0,1,2,0.0,GBR,Direct,Transient,168.84,0,0,0,Non Refund,28.0,105.0,1,2.0,0-7 days,Last-Minute Booker - Leisure/Transient,0.683767793023483
City Hotel,0,54,2023,September,3,3,4,2,0.0,ESP,Online TA,Transient,129.34,1,0,0,No Deposit,4.0,100.0,7,2.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.3566970748456053
Resort Hotel,0,124,2024,March,3,0,4,2,1.0,ITA,Groups,Transient,144.46,1,0,0,Non Refund,13.0,109.0,4,3.0,91-180 days,Early Planner - Leisure/Transient,0.6698466338786395
City Hotel,0,31,2024,October,15,0,5,1,0.0,DEU,Online TA,Transient,105.33,0,0,0,Non Refund,22.0,104.0,5,1.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.696167567040939
City Hotel,0,18,2024,July,21,0,4,1,0.0,PRT,Direct,Transient-Party,203.72,0,2,0,No Deposit,0.0,100.0,4,1.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.3598313483797553
City Hotel,0,40,2024,October,19,3,3,1,0.0,USA,Corporate,Transient,86.77,0,1,1,No Deposit,28.0,111.0,6,1.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.3397858721094527
Resort Hotel,0,75,2024,March,28,2,7,4,0.0,IRL,Online TA,Transient,139.75,0,3,1,No Deposit,6.0,114.0,9,4.0,31-90 days,Early Planner - Leisure/Transient,0.31058691451835724
City Hotel,1,43,2024,February,4,1,2,2,0.0,DEU,Online TA,Transient-Party,76.9,0,1,0,No Deposit,3.0,0.0,3,2.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.3793149782346163
City Hotel,1,0,2023,December,13,0,2,2,0.0,FRA,Online TA,Transient,133.75,0,1,0,No Deposit,18.0,111.0,2,2.0,0-7 days,Last-Minute Booker - Leisure/Transient,0.29232339976601496
City Hotel,0,4,2024,July,13,2,5,1,0.0,USA,Corporate,Transient,176.38,1,2,0,No Deposit,16.0,117.0,7,1.0,0-7 days,Last-Minute Booker - Leisure/Transient,0.23431673201268008
Resort Hotel,0,76,2024,April,15,2,2,2,0.0,DEU,Corporate,Transient-Party,106.9,1,0,0,No Deposit,12.0,114.0,4,2.0,31-90 days,Early Planner - Corporate/Contract,0.38033212113580894
Resort Hotel,0,30,2024,January,19,0,2,2,0.0,ESP,Online TA,Transient,58.23,0,1,0,No Deposit,7.0,116.0,2,2.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.33546811902391144
City Hotel,1,62,2023,November,7,0,2,2,0.0,DEU,Offline TA/TO,Transient-Party,49.33,0,2,0,Non Refund,16.0,0.0,2,2.0,31-90 days,Early Planner - Corporate/Contract,0.5824029182180691
Resort Hotel,1,52,2023,June,3,0,3,3,0.0,PRT,Direct,Group,150.68,0,1,0,No Deposit,10.0,0.0,3,3.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.34747575143087084
City Hotel,1,138,2024,June,26,0,1,2,0.0,PRT,Direct,Transient,111.12,0,0,0,Non Refund,1.0,115.0,1,2.0,91-180 days,Early Planner - Leisure/Transient,0.8536561229750071
Resort Hotel,0,1,2023,February,20,0,1,3,0.0,USA,Offline TA/TO,Transient,64.85,0,0,0,Non Refund,18.0,0.0,1,3.0,0-7 days,Last-Minute Booker - Leisure/Transient,0.5062075828617135
City Hotel,0,10,2024,January,2,0,4,2,0.0,FRA,Online TA,Transient-Party,26.01,0,1,0,No Deposit,0.0,108.0,4,2.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.31226608879641954
City Hotel,0,4,2023,December,25,4,2,2,0.0,ESP,Online TA,Transient,219.76700000000014,0,2,0,No Deposit,25.0,100.0,6,2.0,0-7 days,Last-Minute Booker - Leisure/Transient,0.22609430638725742
City Hotel,0,62,2024,February,11,2,5,2,0.0,FRA,Online TA,Transient,79.58,0,0,0,No Deposit,29.0,0.0,7,2.0,31-90 days,Early Planner - Leisure/Transient,0.4122010066596242
Resort Hotel,1,248,2024,June,1,2,2,2,0.0,DEU,Online TA,Transient-Party,122.26,1,0,0,No Deposit,14.0,0.0,4,2.0,180+ days,Early Planner - Corporate/Contract,0.7100432707380244
City Hotel,0,126,2023,December,16,2,0,2,0.0,ITA,Direct,Contract,76.89,0,1,0,Non Refund,12.0,100.0,2,2.0,91-180 days,Early Planner - Corporate/Contract,0.4887158776821617
Resort Hotel,0,53,2024,June,17,1,2,1,0.0,USA,Online TA,Group,169.45,0,2,1,No Deposit,29.0,116.0,3,1.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.38025627197745976
City Hotel,0,134,2023,May,16,2,1,2,0.0,PRT,Offline TA/TO,Contract,80.8,0,1,1,No Deposit,4.0,111.0,3,2.0,91-180 days,Early Planner - Corporate/Contract,0.4248168936489155
City Hotel,0,7,2023,October,10,1,2,2,0.0,FRA,Direct,Transient,65.24,1,1,0,No Deposit,16.0,116.0,3,2.0,0-7 days,Last-Minute Booker - Leisure/Transient,0.321373856742761
City Hotel,0,36,2024,October,17,0,1,1,1.0,PRT,Corporate,Transient-Party,123.76,0,0,0,No Deposit,21.0,116.0,1,2.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.4322563428655049
Resort Hotel,0,33,2024,May,3,2,1,2,0.0,PRT,Offline TA/TO,Transient,110.32,0,0,0,No Deposit,22.0,104.0,3,2.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.37947127013073007
City Hotel,0,24,2024,September,18,0,3,2,0.0,DEU,Online TA,Group,113.57,0,0,0,No Deposit,4.0,111.0,3,2.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.4110713760640202
Resort Hotel,0,0,2024,May,19,2,1,4,0.0,USA,Groups,Group,152.49,0,3,0,No Deposit,4.0,110.0,3,4.0,0-7 days,Last-Minute Booker - Leisure/Transient,0.24255656537417158
City Hotel,1,90,2024,June,21,1,2,1,0.0,GBR,Online TA,Contract,91.53,0,0,0,No Deposit,26.0,0.0,3,1.0,31-90 days,Early Planner - Corporate/Contract,0.4747514821295679
City Hotel,0,63,2024,November,25,1,3,2,1.0,DEU,Groups,Transient,125.01,0,0,0,No Deposit,0.0,101.0,4,3.0,31-90 days,Early Planner - Leisure/Transient,0.4162289421375437
City Hotel,0,8,2024,April,2,2,1,2,0.0,USA,Direct,Transient-Party,80.97,0,0,0,No Deposit,20.0,0.0,3,2.0,8-30 days,Last-Minute Booker - Corporate/Contract,0.44511397482201603
City Hotel,1,28,2023,October,12,1,1,2,0.0,USA,Direct,Group,81.28,0,0,0,Non Refund,22.0,119.0,2,2.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.6018072470985852
Resort Hotel,0,154,2024,January,11,0,4,2,0.0,GBR,Online TA,Transient-Party,95.78,0,0,0,No Deposit,0.0,0.0,4,2.0,91-180 days,Early Planner - Corporate/Contract,0.565296613550905
City Hotel,0,57,2023,April,17,1,3,3,1.0,ESP,Online TA,Contract,127.6,0,1,1,No Deposit,8.0,119.0,4,4.0,31-90 days,Last-Minute Booker - Corporate/Contract,0.3798931402019426
City Hotel,1,55,2024,February,27,2,4,1,0.0,DEU,Online TA,Group,120.77,0,0,0,Non Refund,3.0,103.0,6,1.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.6413756077129888
Resort Hotel,0,146,2023,October,6,0,3,3,1.0,GBR,Offline TA/TO,Transient-Party,125.65,0,0,0,Non Refund,6.0,116.0,3,4.0,91-180 days,Early Planner - Corporate/Contract,0.8814671879695951
City Hotel,0,49,2024,March,19,0,1,2,0.0,ITA,Online TA,Transient,96.38,0,0,0,No Deposit,10.0,115.0,1,2.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.40535010516475756
City Hotel,0,54,2023,July,13,1,3,2,0.0,PRT,Online TA,Transient,116.38,0,0,0,Refundable,22.0,100.0,4,2.0,31-90 days,Last-Minute Booker - Leisure/Transient,0.39833733318478587
City Hotel,0,25,2023,July,7,1,2,3,0.0,PRT,Online TA,Transient,157.44,0,0,1,Refundable,10.0,116.0,3,3.0,8-30 days,Last-Minute Booker - Leisure/Transient,0.3405850104716103
